prompt_name,step,cheap_entropy,cheap_top1_prob,cheap_top2_prob,cheap_margin,cheap_token_id,cheap_token,expensive_top1_token_id,expensive_top1_token,expensive_topk_token_ids,expensive_topk_tokens,exact_match,topk_match,cheap_rank_in_expensive,topk_kl_expensive_to_cheap
easy,22,0.0008213107357732952,0.9991381168365479,0.0002789476129692048,0.9988591692235786,81,a,81,a,81 9194 292 542 34332,a | ila | as | ia | ă,True,True,1,0.0006836729007773101
easy,23,0.14879736304283142,0.6748378276824951,0.10304734110832214,0.571790486574173,26411, é,2227,""".",2227 18 1002 1270 26411,""". | "" | "", | ."" |  é",False,True,5,1.7809810638427734
easy,24,0.20883706212043762,0.5362567901611328,0.0725809708237648,0.463675819337368,198,\n,414, E,414 28239 48056 1081 10369, E |  É |  Voc |  Com |  Ent,False,False,,1.514548420906067
easy,25,0.21916463971138,0.3704681396484375,0.24906660616397858,0.12140153348445892,10168, que,18325, voc,18325 253 263 1351 427, voc |  a |  o |  ess |  se,False,False,,1.5068756341934204
easy,26,3.047173322556773e-06,0.9999977350234985,2.0828167635045247e-06,0.999995652206735,22069,ê,22069,ê,22069 17031 279 6160 10117,ê | ão | ou | í | ais,True,True,1,0.00014666139031760395
easy,27,0.08146760612726212,0.8516162037849426,0.030433831736445427,0.8211823720484972,273, p,273, p,273 367 3146 10549 252, p |  de |  prec |  pod |  t,True,True,1,0.05629584193229675
easy,28,0.004147588275372982,0.9943850040435791,0.0025011340621858835,0.9918838699813932,1182,ode,1182,ode,1182 9140 2055 3237 522,ode | oder | ued | odes | are,True,True,1,0.004244507290422916
easy,29,0.2335619479417801,0.5116592645645142,0.06692781299352646,0.4447314515709877,889, expl,889, expl,889 253 468 1013 632, expl |  a |  us |  ent |  fe,True,True,1,0.24510595202445984
easy,30,8.706808876013383e-05,0.9999212026596069,2.916798803198617e-05,0.999892034671575,286,ic,286,ic,286 270 4099 6160 337,ic | or | ico | í | ir,True,True,1,0.007198541425168514
easy,31,0.0017150146886706352,0.997674286365509,0.001509073656052351,0.9961652127094567,280,ar,280,ar,280 5415 994 29565 5572,ar | á | arm | arte | ado,True,True,1,0.07184317708015442
easy,32,0.2559697926044464,0.30469512939453125,0.10639788955450058,0.19829723984003067,649, em,649, em,649 10168 476 253 263," em |  que |  "" |  a |  o",True,True,1,0.589148759841919
easy,33,0.05239656940102577,0.8748033046722412,0.08575848489999771,0.7890448197722435,326, u,326, u,326 578 26969 476 283," u |  out |  um |  "" |  m",True,True,1,0.0575861893594265
easy,34,1.9152672393829562e-05,0.999984622001648,7.949169230414554e-06,0.9999766728324175,2432,ma,2432,ma,2432 5831 93 7227 81,ma | mas | m | MA | a,True,True,1,1.1698281923600007e-05
easy,35,0.0024096989072859287,0.9976633787155151,0.0002749859413597733,0.9973883927741554,10046, fr,10046, fr,10046 578 275 8767 304, fr |  out |  f |  fra |  n,True,True,1,0.0005979190464131534
easy,36,4.232227638567565e-06,0.9999969005584717,2.3184745714388555e-06,0.9999945820839002,576,ase,576,ase,576 13108 1049 22069 292,ase | ASE | ases | ê | as,True,True,1,1.7996959513766342e-06
easy,37,0.2254108041524887,0.24765640497207642,0.1411997526884079,0.10645665228366852,263, o,649, em,649 263 10168 476 379," em |  o |  que |  "" |  com",False,True,2,0.6831369996070862
easy,38,0.13520310819149017,0.6908034086227417,0.09042980521917343,0.6003736034035683,326, u,326, u,326 26969 3623 578 476," u |  um |  ing |  out |  """,True,True,1,0.3104582130908966
easy,39,4.6616929466836154e-05,0.9999580383300781,3.230716902180575e-05,0.9999257311610563,2432,ma,2432,ma,2432 2756 95 5831 5415,ma | é | o | mas | á,True,True,1,0.00015207979595288634
math,0,0.08075986057519913,0.8752816915512085,0.015528214164078236,0.8597534773871303,198,\n,198,\n,198 2 3717 492 377,\n | <|im_end|> |  \n |  O |  P,True,True,1,0.475008487701416
math,1,0.016436368227005005,0.9744263291358948,0.014883626252412796,0.959542702883482,198,\n,198,\n,198 49 26 64 34,\n | A | * | P | 2,True,True,1,0.22093471884727478
math,2,0.3611113727092743,0.17058782279491425,0.08077910542488098,0.08980871737003326,49,A,49,A,49 14306 64 63 23143,A | Ent | P | O | Obs,True,True,1,0.4823974668979645
math,3,0.36676838994026184,0.1233619973063469,0.09017612785100937,0.033185869455337524,331,ver,281, in,281 95 3371 9552 2303, in | o |  convers |  prime |  ver,False,False,,7.769381523132324
math,4,0.0004480769857764244,0.999530553817749,0.0002889871539082378,0.9992415666638408,648,vers,648,vers,648 6160 1684 4800 385,vers | í | clus | icial | qu,True,True,1,0.00040268691373057663
math,5,0.0003066087083425373,0.9997238516807556,7.30425090296194e-05,0.999650809171726,81,a,81,a,81 17031 5415 47050 15637,a | ão | á | idade | ã,True,True,1,0.0001950375153683126
math,6,0.07772835344076157,0.8420402407646179,0.06777488440275192,0.774265356361866,367, de,367, de,367 26411 536 13858 297, de |  é |  do |  da |  e,True,True,1,0.054818883538246155
math,7,0.02283063903450966,0.9431675672531128,0.0522925928235054,0.8908749744296074,275, f,275, f,275 326 216 253 365, f |  u |   |  a |  (,True,True,1,0.07244178652763367
math,8,0.002509256824851036,0.9973168969154358,0.0005694097490049899,0.9967474871664308,24,(,24,(,24 26411 41299 275 28,"( |  é | '( |  f | ,",True,True,1,0.006963101215660572
math,9,0.0005900947726331651,0.9993953704833984,0.00017995547386817634,0.9992154150095303,104,x,104,x,104 86 87 72 37,x | f | g | X | 5,True,True,1,0.0004076184704899788
math,10,0.0665576159954071,0.6016697883605957,0.3899310827255249,0.2117387056350708,36637,)=,25,),25 36637 643 13096 18434,") | )= | ), | )/ | )+",False,True,2,0.04576149582862854
math,11,0.05660061165690422,0.754997968673706,0.23841404914855957,0.5165839195251465,26411, é,26411, é,26411 446 15196 297 275, é |  = | =- |  e |  f,True,True,1,0.02730116806924343
math,12,0.21984609961509705,0.3089052438735962,0.19524817168712616,0.11365707218647003,33496, ig,275, f,275 253 365 263 33496, f |  a |  ( |  o |  ig,False,True,5,1.7486376762390137
math,13,0.012082451954483986,0.9813851118087769,0.008679172024130821,0.972705939784646,24,(,78,^,78 41299 24 29 10242,^ | '( | ( | - | (-,False,True,3,9.180057525634766
math,14,0.008111835457384586,0.9858264327049255,0.007508094422519207,0.9783183382824063,10242,(-,10242,(-,10242 29 24 107 41825,(- | - | ( | { | -(,True,True,1,0.0077314539812505245
math,15,0.00022943774820305407,0.9997779726982117,8.889783202903345e-05,0.9996890748661826,33,1,33,1,33 104 43183 34 216,1 | x | ¹ | 2 |  ,True,True,1,0.00018912681844085455
math,16,0.04700925201177597,0.8125700354576111,0.18320202827453613,0.629368007183075,14502,)(,14502,)(,14502 25 24492 24 36637,)( | ) | )\ | ( | )=,True,True,1,0.1928260326385498
math,17,0.003090519458055496,0.996484637260437,0.0010263475123792887,0.9954582897480577,104,x,104,x,104 105 86 101 106,x | y | f | u | z,True,True,1,0.0051866755820810795
math,18,0.08903102576732635,0.7529406547546387,0.0852789655327797,0.667661689221859,25,),25,),25 643 36637 13096 595,") | ), | )= | )/ | ).",True,True,1,0.16988930106163025
math,19,0.057979222387075424,0.8782827854156494,0.05700689181685448,0.8212758935987949,26411, é,446, =,446 12911 844 26411 297, = |  por |  po |  é |  e,False,True,4,2.832801580429077
math,20,0.1550114005804062,0.4192407727241516,0.2804836928844452,0.13875707983970642,365, (,365, (,365 216 1792 17481 731, ( |   |  x |  (- |  -,True,True,1,0.1548791378736496
math,21,0.01607500948011875,0.9710453152656555,0.014965486712753773,0.9560798285529017,104,x,104,x,104 33 37 34 35,x | 1 | 5 | 2 | 3,True,True,1,0.019814593717455864
math,22,0.07360421121120453,0.7452639937400818,0.15330833196640015,0.5919556617736816,29,-,29,-,29 731 27 1232 31,- |  - | + |  + | /,True,True,1,0.26149991154670715
math,23,0.00314034940674901,0.9962718486785889,0.0007975903572514653,0.9954742583213374,33,1,33,1,33 34 88 37 35,1 | 2 | h | 5 | 3,True,True,1,0.0027274093590676785
math,24,0.04623746499419212,0.8922884464263916,0.03968728333711624,0.8526011630892754,13096,)/,13096,)/,13096 39851 25 595 33295,)/ | )/( | ) | ). | )^,True,True,1,0.09738489985466003
math,25,0.007294266484677792,0.9900357127189636,0.0033089853823184967,0.9867267273366451,37,5,37,5,37 36 33 34 35,5 | 4 | 1 | 2 | 3,True,True,1,0.007316987030208111
math,26,0.1353587955236435,0.4014829397201538,0.26746976375579834,0.13401317596435547,30,.,30,.,30 28 844 12911 446,". | , |  po |  por |  =",True,True,1,2.174823760986328
math,27,0.022410299628973007,0.9669122695922852,0.01309961173683405,0.9538126578554511,198,\n,198,\n,198 492 330 2860 414,\n |  O |  A |  Par |  E,True,True,1,1.2279236316680908
math,28,0.00010400683095213026,0.9999212026596069,1.1543421351234429e-05,0.9999096592382557,198,\n,198,\n,198 14306 49 63 3725,\n | Ent | A | O | ```,True,True,1,0.016247738152742386
math,29,0.33296889066696167,0.16813430190086365,0.09979617595672607,0.06833812594413757,49,A,49,A,49 14306 64 63 23143,A | Ent | P | O | Obs,True,True,1,0.547738790512085
math,30,0.356768935918808,0.2986195981502533,0.046979162842035294,0.251640435308218,446, =,95,o,95 281 1037 2245 427,o |  in |  fun |  prob |  se,False,False,,3.623425245285034
math,31,0.3268156945705414,0.16560886800289154,0.10113971680402756,0.06446915119886398,2303, ver,39550, contr,39550 10168 1800 499 4526, contr |  que |  men |  res |  divid,False,False,,4.624029636383057
math,32,0.20284274220466614,0.33630603551864624,0.16882362961769104,0.1674824059009552,21637,ô,5415,á,5415 5401 2756 21637 2566,á | ario | é | ô | ari,False,True,4,1.5759265422821045
math,33,0.23892329633235931,0.2601527273654938,0.20588843524456024,0.05426429212093353,302,st,27691,rio,27691 12337 89 431 337,rio | iro | i | ri | ir,False,False,,4.2045440673828125
math,34,0.007762090768665075,0.9888864159584045,0.0071117873303592205,0.9817746286280453,28,",",28,",",28 13858 536 42 367,", |  da |  do | : |  de",True,True,1,0.051666010171175
math,35,0.14729119837284088,0.6553626656532288,0.10978980362415314,0.5455728620290756,253, a,253, a,253 263 275 427 379, a |  o |  f |  se |  com,True,True,1,0.3066016435623169
math,36,0.2657487392425537,0.35713836550712585,0.22869324684143066,0.1284451186656952,275, f,281, in,281 275 1037 20508 3371, in |  f |  fun |  inverse |  convers,False,True,2,1.0495469570159912
math,37,0.00012071024684701115,0.9998971223831177,1.7350866983179003e-05,0.9998797715161345,648,vers,648,vers,648 331 2111 2207 39374,vers | ver | verse |  vers | versed,True,True,1,6.947883957764134e-05
math,38,0.00020314130233600736,0.9997937083244324,0.00015190261183306575,0.9996418057125993,81,a,81,a,81 5415 17031 34332 15637,a | á | ão | ă | ã,True,True,1,0.00017148625920526683
math,39,0.059803590178489685,0.8750854730606079,0.058888647705316544,0.8161968253552914,367, de,367, de,367 536 13858 26411 14277, de |  do |  da |  é |  dos,True,True,1,0.09578686952590942
logic_negation,0,0.0675450935959816,0.9034546613693237,0.008714652620255947,0.8947400087490678,198,\n,198,\n,198 492 1116 1323 442,\n |  O | \n\n |  Ex |  N,True,True,1,0.024704743176698685
logic_negation,1,0.04842215031385422,0.9086340069770813,0.04533635079860687,0.8632976561784744,198,\n,198,\n,198 29 26 3327 3725,"\n | - | * | """""" | ```",True,True,1,0.09268650412559509
logic_negation,2,0.34881889820098877,0.09520962089300156,0.0878763198852539,0.00733330100774765,49,A,64,P,64 4393 49 14306 63,P | Se | A | Ent | O,False,True,3,0.3851672112941742
logic_negation,3,0.09760230034589767,0.7449666857719421,0.11509688943624496,0.6298697963356972,4075,ara,4075,ara,4075 270 350 9726 30,ara | or | od | ois | .,True,True,1,0.4895908832550049
logic_negation,4,0.35431399941444397,0.14918175339698792,0.1410488784313202,0.008132874965667725,263, o,20775, sab,20775 743 253 10168 427, sab |  sa |  a |  que |  se,False,False,,0.8166588544845581
logic_negation,5,0.0015614812728017569,0.9977335929870605,0.0021271170116961002,0.9956064759753644,259,er,259,er,259 833 391 366 518,er | erm | em | ers | ere,True,True,1,0.008437735959887505
logic_negation,6,0.18051062524318695,0.44408294558525085,0.2526715397834778,0.19141140580177307,263, o,283, m,283 427 613 5002 287, m |  se |  qu |  mel |  d,False,False,,2.3728933334350586
logic_negation,7,0.005304098129272461,0.9899905920028687,0.009804360568523407,0.9801862314343452,10117,ais,10117,ais,10117 31798 4637 2554 5415,ais | ás | uit | ai | á,True,True,1,0.017967544496059418
logic_negation,8,0.13360382616519928,0.6249430179595947,0.17613984644412994,0.4488031715154648,588, so,588, so,588 28 3125 964 283," so | , |  inform |  det |  m",True,True,1,0.19090405106544495
logic_negation,9,0.0001794233830878511,0.9998127818107605,0.00015527429059147835,0.999657507520169,3804,bre,3804,bre,3804 82 85 28 86,"bre | b | e | , | f",True,True,1,0.001293277950026095
logic_negation,10,0.15749594569206238,0.5194761753082275,0.15557630360126495,0.3638998717069626,263, o,263, o,263 253 347 3378 1264, o |  a |  as |  os |  est,True,True,1,0.28507888317108154
logic_negation,11,0.3475174605846405,0.18375590443611145,0.12136330455541611,0.06239259988069534,10168, que,5411, vent,5411 19358 265 386 31145, vent |  ambient |  c |  v |  tempo,False,False,,2.9865591526031494
logic_negation,12,0.026558440178632736,0.9384230971336365,0.04912087321281433,0.8893022239208221,95,o,95,o,95 85 32412 395 21637,o | e | oso | os | ô,True,True,1,0.059391818940639496
logic_negation,13,0.1458333283662796,0.6573701500892639,0.08901596069335938,0.5683541893959045,28,",",28,",",28 297 418 10168 787,", |  e |  at |  que |  no",True,True,1,0.20932236313819885
logic_negation,14,0.3118070960044861,0.14902876317501068,0.13518746197223663,0.013841301202774048,37336, faç,273, p,273 18325 10549 1590 610, p |  voc |  pod |  ve |  pe,False,False,,2.016634702682495
logic_negation,15,0.16783948242664337,0.4179230034351349,0.344955712556839,0.0729672908782959,522,are,1182,ode,1182 1641 1281 2055 1726,ode | ression | ense | ued | use,False,False,,0.88399338722229
logic_negation,16,0.2608000636100769,0.25679436326026917,0.1806332916021347,0.07616107165813446,2303, ver,468, us,468 275 427 29 2303, us |  f |  se | - |  ver,False,True,5,1.0594626665115356
logic_negation,17,0.0037749428302049637,0.9946585297584534,0.0020928680896759033,0.9925656616687775,280,ar,280,ar,280 5415 994 95 81,ar | á | arm | o | a,True,True,1,0.015150913037359715
logic_negation,18,0.09278128296136856,0.7724081873893738,0.10984055697917938,0.6625676304101944,263, o,263, o,263 253 26969 326 42, o |  a |  um |  u | :,True,True,1,0.12690214812755585
logic_negation,19,0.3159499168395996,0.2389790415763855,0.12671738862991333,0.11226165294647217,427, se,6543, bot,6543 427 379 5837 1174, bot |  se |  com |  Google |  serv,False,True,2,2.824826955795288
logic_negation,20,0.1049814447760582,0.5271672606468201,0.4007716774940491,0.126395583152771,17031,ão,17031,ão,17031 5415 44511 21637 12814,ão | á | õ | ô | ón,True,True,1,0.5933419466018677
logic_negation,21,0.1259637475013733,0.7223192453384399,0.13240361213684082,0.5899156332015991,476," """,453, ab,453 367 476 536 933," ab |  de |  "" |  do |  [",False,True,3,4.925210952758789
logic_negation,22,0.02881646156311035,0.951569676399231,0.014528022147715092,0.9370416542515159,81,a,81,a,81 98 589 292 15225,a | r | ord | as | erto,True,True,1,0.03303050249814987
logic_negation,23,6.136466981843114e-05,0.999942421913147,4.798727240995504e-05,0.999894434640737,1088,ix,19409,ixon,19409 1088 11512 29 1405,ixon | ix | ç | - | ior,False,True,2,10.079161643981934
logic_negation,24,0.12864375114440918,0.5066203474998474,0.32312509417533875,0.18349525332450867,280,ar,5572,ado,5572 5415 3026 32412 280,ado | á | ament | oso | ar,False,True,5,1.3268834352493286
logic_negation,25,0.2284865826368332,0.2771759331226349,0.18349622189998627,0.09367971122264862,379, com,787, no,787 25782 28 453 15486," no |  à | , |  ab |  na",False,False,,1.8162660598754883
logic_negation,26,0.21004803478717804,0.41868212819099426,0.296935111284256,0.12174701690673828,6543, bot,6543, bot,6543 427 1466 10592 40895, bot |  se |  top |  menu |  nave,True,True,1,0.8385082483291626
logic_negation,27,0.006952828262001276,0.9893162250518799,0.007529385853558779,0.9817868391983211,17031,ão,17031,ão,17031 44511 31173 21637 7342,ão | õ | Ã | ô | ó,True,True,1,0.008357514627277851
logic_negation,28,0.21366523206233978,0.4193144142627716,0.27954211831092834,0.13977229595184326,367, de,367, de,367 536 453 13858 281, de |  do |  ab |  da |  in,True,True,1,0.7054734230041504
logic_negation,29,0.4361456632614136,0.08300779014825821,0.06980377435684204,0.013204015791416168,265, c,40895, nave,40895 498 427 453 265, nave |  cont |  se |  ab |  c,False,True,5,1.5113861560821533
logic_negation,30,0.1076679676771164,0.4695403575897217,0.4108845889568329,0.058655768632888794,87,g,87,g,87 8662 3088 4570 2345,g | ga | gar | gra | go,True,True,1,0.6475236415863037
logic_negation,31,0.10345704108476639,0.7757003307342529,0.047154590487480164,0.7285457402467728,1119,io,11015,ador,11015 29556 5415 344 387,ador | acao | á | ad | ac,False,False,,4.567392826080322
logic_negation,32,0.1873335838317871,0.3873806297779083,0.1831878423690796,0.20419278740882874,30,.,30,.,30 28 536 367 365,". | , |  do |  de |  (",True,True,1,0.31454282999038696
logic_negation,33,0.11312352120876312,0.7910628914833069,0.024682611227035522,0.7663802802562714,198,\n,198,\n,198 2553 377 492 2860,\n |  Em |  P |  O |  Par,True,True,1,0.5151450634002686
logic_negation,34,0.0033293759915977716,0.9963579773902893,0.00091928819892928,0.99543868919136,198,\n,198,\n,198 64 3327 4182 49,"\n | P | """""" | Is | A",True,True,1,0.0029874364845454693
logic_negation,35,0.30620038509368896,0.1840372532606125,0.10839647054672241,0.07564078271389008,64,P,64,P,64 49 14306 4393 828,P | A | Ent | Se | **,True,True,1,0.4924926459789276
logic_negation,36,0.06616822630167007,0.8539748787879944,0.049003537744283676,0.8049713410437107,4075,ara,4075,ara,4075 270 30 350 9726,ara | or | . | od | ois,True,True,1,0.5667644739151001
logic_negation,37,0.30484136939048767,0.22097258269786835,0.15426872670650482,0.06670385599136353,468, us,20775, sab,20775 2303 794 283 427, sab |  ver |  ob |  m |  se,False,False,,0.6506522297859192
logic_negation,38,5.565751052927226e-05,0.9999475479125977,4.571592216962017e-05,0.999901831990428,259,er,259,er,259 833 391 366 277,er | erm | em | ers | ed,True,True,1,0.0006034901016391814
logic_negation,39,0.09239320456981659,0.7097292542457581,0.1872434765100479,0.5224857777357101,283, m,283, m,283 588 427 263 613, m |  so |  se |  o |  qu,True,True,1,0.265341192483902
code,0,0.09675224870443344,0.8514479994773865,0.029277892783284187,0.8221701066941023,198,\n,198,\n,198 1323 25385 1268 216,\n |  Ex |  Utilize |  Se |  ,True,True,1,0.5609280467033386
code,1,0.08172379434108734,0.8259555101394653,0.070456862449646,0.7554986476898193,198,\n,198,\n,198 3725 19 3327 26,"\n | ``` | # | """""" | *",True,True,1,0.32780903577804565
code,2,0.37092939019203186,0.11640854924917221,0.058666907250881195,0.057741641998291016,3725,```,828,**,828 40890 3725 2516 64,** | Util | ``` | Ex | P,False,True,3,1.7337603569030762
code,3,0.42492538690567017,0.08601536601781845,0.07044567167758942,0.015569694340229034,51,C,2516,Ex,2516 5881 64 49 39614,Ex | Des | P | A | É,False,False,,1.906677484512329
code,4,0.07049915194511414,0.7527877688407898,0.20303484797477722,0.5497529208660126,4762,empl,4762,empl,4762 1518 2086 40423 2756,empl | erc | plic | iste | é,True,True,1,0.08835306763648987
code,5,0.031307559460401535,0.8986209630966187,0.09985296428203583,0.7987679988145828,95,o,95,o,95 395 81 280 652,o | os | a | ar | ific,True,True,1,0.004469266161322594
code,6,0.09406545013189316,0.7862000465393066,0.0744302049279213,0.7117698416113853,367, de,3967,:**,3967 367 828 216 4253,:** |  de | ** |   | **:,False,True,2,0.7201018333435059
code,7,0.0051318067125976086,0.993730902671814,0.0020473827607929707,0.991683519911021,198,\n,198,\n,198 1268 216 1116 3717,\n |  Se |   | \n\n |  \n,True,True,1,0.07385621219873428
code,8,0.046348754316568375,0.8259977102279663,0.1696421056985855,0.6563556045293808,198,\n,198,\n,198 3725 3327 46 5881,"\n | ``` | """""" | > | Des",True,True,1,0.033324699848890305
code,9,0.0317508839070797,0.9566088318824768,0.005118926987051964,0.9514899048954248,3725,```,3725,```,3725 26 828 5881 80,``` | * | ** | Des | `,True,True,1,0.7765712141990662
code,10,0.010405683889985085,0.9824495315551758,0.01106321346014738,0.9713863180950284,5367,python,5367,python,5367 198 23297 36792 1306,python | \n | Python | java | py,True,True,1,0.004815272521227598
code,11,5.062900891061872e-05,0.999957799911499,1.5293049727915786e-05,0.9999425068617711,198,\n,198,\n,198 472 3805 216 1116,\n | \n    | \n  |   | \n\n,True,True,1,1.0387087968410924e-05
code,12,0.15197987854480743,0.41730278730392456,0.2155584990978241,0.20174428820610046,1604,def,1604,def,1604 19 3272 104 2871,def | # | print | x | num,True,True,1,0.5182923078536987
code,13,0.38208046555519104,0.12333020567893982,0.12166967988014221,0.0016605257987976074,2028, sum,10335, divide,10335 275 2303 1037 829, divide |  f |  ver |  fun |  ret,False,False,,1.8728355169296265
code,14,0.06782646477222443,0.6416518092155457,0.3449535667896271,0.2966982424259186,24,(,79,_,79 24 3734 3087 1717,_ | ( | (): | By | by,False,True,2,0.7569341063499451
code,15,0.16738258302211761,0.5014789700508118,0.20484080910682678,0.296638160943985,28707,numbers,1717,by,1717 9934 7979 28707 397,by | even | number | numbers | and,False,True,4,1.2213753461837769
code,16,0.0004223126743454486,0.9995194673538208,0.00032411987194791436,0.9991953474818729,79,_,79,_,79 24 34 3734 11355,_ | ( | 2 | (): | two,True,True,1,0.0002166902122553438
code,17,0.09113948047161102,0.6143617630004883,0.2926095128059387,0.32175225019454956,11355,two,11355,two,11355 34 9934 10372 10014,two | 2 | even | tw | div,True,True,1,0.09972052276134491
code,18,0.010390286333858967,0.9797931909561157,0.01449105516076088,0.9653021357953548,24,(,24,(,24 79 3734 12905 1000,( | _ | (): | (* | (),True,True,1,0.19486984610557556
code,19,0.09503157436847687,0.6376781463623047,0.18545249104499817,0.4522256553173065,104,x,104,x,104 94 2871 7979 3221,x | n | num | number | value,True,True,1,0.3188965320587158
code,20,0.009372123517096043,0.9817816019058228,0.01443397905677557,0.9673476228490472,727,):,727,):,727 42 25 28 79,"): | : | ) | , | _",True,True,1,0.03722454234957695
code,21,0.0024591926485300064,0.9967089891433716,0.0017635406693443656,0.9949454484740272,472,\n   ,472,\n   ,472 3805 198 11181 16390,\n    | \n  | \n | \n   |  \n   ,True,True,1,0.0005632314132526517
code,22,0.05304516851902008,0.8718560338020325,0.07834261655807495,0.7935134172439575,585, if,585, if,585 1620 1003 907 966," if |  """""" |  return |  # |  result",True,True,1,0.05995955690741539
code,23,0.0020135182421654463,0.9973669648170471,0.0011544644366949797,0.9962125003803521,1792, x,1792, x,1792 365 7923 441 216, x |  ( |  isinstance |  not |  ,True,True,1,0.001792396418750286
code,24,0.07364416867494583,0.6738321781158447,0.28270745277404785,0.3911247253417969,2471, %,2471, %,2471 2067 1758 2986 10888, % |  < |  == |  > |  >=,True,True,1,0.3893950879573822
code,25,1.5673548432459938e-06,0.9999990463256836,9.61686737355194e-07,0.9999980846389462,216, ,216, ,216 34 256 365 1792,  | 2 |    |  ( |  x,True,True,1,6.124387823547295e-07
code,26,0.0002343420492252335,0.9997501969337463,0.00015775715291965753,0.9995924397808267,34,2,34,2,34 35 36 33 37,2 | 3 | 4 | 1 | 5,True,True,1,0.00024100998416543007
